dato,sesong,mesterskap,konkurranse,sted,navn,kjønn,klasse,plassering,treff,bom,sammenlagt plassering,total poeng,total treff,tromscup poeng/treff
17.01.2015,2014/2015,tromscup,Sprint,Tromsø,Morten Hol,Gutter,13-14,1.0,6.0,4.0,1.,680,49,100/6
17.01.2015,2014/2015,tromscup,Sprint,Tromsø,Sigurd Alterskjær Eriksen,Gutter,13-14,2.0,6.0,4.0,2.,620,49,80/6
17.01.2015,2014/2015,tromscup,Sprint,Tromsø,Trym Silsand Gerhardsen,Gutter,13-14,6.0,4.0,6.0,3.,570,47,40/4
17.01.2015,2014/2015,tromscup,Sprint,Tromsø,Lars Nordmo Lundamo,Gutter,13-14,3.0,5.0,5.0,4.,460,36,60/5
17.01.2015,2014/2015,tromscup,Sprint,Tromsø,Jørgen Brones Stenersen,Gutter,13-14,12.0,5.0,5.0,5.,321,38,22/5
17.01.2015,2014/2015,tromscup,Sprint,Tromsø,Emil Sjøberg,Gutter,13-14,7.0,3.0,7.0,6.,282,29,36/3
17.01.2015,2014/2015,tromscup,Sprint,Tromsø,Tormod Strøm,Gutter,13-14,10.0,5.0,5.0,7.,250,30,26/5
17.01.2015,2014/2015,tromscup,Sprint,Tromsø,Erlend Hauan,Gutter,13-14,10.0,4.0,6.0,8.,228,29,26/4
17.01.2015,2014/2015,tromscup,Sprint,Tromsø,Jakob Fuglem,Gutter,13-14,,,,9.,227,14,
17.01.2015,2014/2015,tromscup,Sprint,Tromsø,Vetle Lynum,Gutter,13-14,16.0,3.0,7.0,10.,214,27,15/3
17.01.2015,2014/2015,tromscup,Sprint,Tromsø,Harald Hauge,Gutter,13-14,8.0,4.0,6.0,11.,206,15,32/4
17.01.2015,2014/2015,tromscup,Sprint,Tromsø,Sindre Birkeland,Gutter,13-14,4.0,6.0,4.0,12.,175,18,50/6
17.01.2015,2014/2015,tromscup,Sprint,Tromsø,Brage Bjørnstad,Gutter,13-14,5.0,5.0,5.0,13.,170,17,45/5
17.01.2015,2014/2015,tromscup,Sprint,Tromsø,sigurd Bjørn,Gutter,13-14,14.0,3.0,7.0,14.,137,15,18/3
17.01.2015,2014/2015,tromscup,Sprint,Tromsø,Lars gaute Steien,Gutter,13-14,,,,15.,133,9,
17.01.2015,2014/2015,tromscup,Sprint,Tromsø,Tom Harald Sandstrand,Gutter,13-14,17.0,5.0,5.0,16.,130,29,14/5
17.01.2015,2014/2015,tromscup,Sprint,Tromsø,Erik Mathisen,Gutter,13-14,13.0,2.0,8.0,17.,123,17,20/2
17.01.2015,2014/2015,tromscup,Sprint,Tromsø,Vebjørn Kvello Fjeldstad,Gutter,13-14,18.0,2.0,8.0,18.,72,9,13/2
17.01.2015,2014/2015,tromscup,Sprint,Tromsø,Magnus Carho,Gutter,13-14,,,,19.,56,6,
17.01.2015,2014/2015,tromscup,Sprint,Tromsø,Trym Pettersen,Gutter,13-14,9.0,3.0,7.0,20.,55,4,29/3
17.01.2015,2014/2015,tromscup,Sprint,Tromsø,Sander L Bekkvik,Gutter,13-14,20.0,1.0,9.0,21.,49,6,11/1
17.01.2015,2014/2015,tromscup,Sprint,Tromsø,Sindre Einan,Gutter,13-14,19.0,1.0,9.0,22.,44,1,12/1
17.01.2015,2014/2015,tromscup,Sprint,Tromsø,Mikal Finstad,Gutter,13-14,15.0,5.0,5.0,23.,16,5,16/5
18.01.2015,2014/2015,tromscup,Fellesstart,Tromsø,Morten Hol,Gutter,13-14,4.0,6.0,4.0,1.,680,49,50/6
18.01.2015,2014/2015,tromscup,Fellesstart,Tromsø,Sigurd Alterskjær Eriksen,Gutter,13-14,1.0,7.0,3.0,2.,620,49,100/7
18.01.2015,2014/2015,tromscup,Fellesstart,Tromsø,Trym Silsand Gerhardsen,Gutter,13-14,6.0,4.0,6.0,3.,570,47,40/4
18.01.2015,2014/2015,tromscup,Fellesstart,Tromsø,Lars Nordmo Lundamo,Gutter,13-14,3.0,6.0,4.0,4.,460,36,60/6
18.01.2015,2014/2015,tromscup,Fellesstart,Tromsø,Jørgen Brones Stenersen,Gutter,13-14,9.0,4.0,6.0,5.,321,38,29/4
18.01.2015,2014/2015,tromscup,Fellesstart,Tromsø,Emil Sjøberg,Gutter,13-14,7.0,5.0,5.0,6.,282,29,36/5
18.01.2015,2014/2015,tromscup,Fellesstart,Tromsø,Tormod Strøm,Gutter,13-14,13.0,2.0,8.0,7.,250,30,20/2
18.01.2015,2014/2015,tromscup,Fellesstart,Tromsø,Erlend Hauan,Gutter,13-14,12.0,2.0,8.0,8.,228,29,22/2
18.01.2015,2014/2015,tromscup,Fellesstart,Tromsø,Jakob Fuglem,Gutter,13-14,,,,9.,227,14,
18.01.2015,2014/2015,tromscup,Fellesstart,Tromsø,Vetle Lynum,Gutter,13-14,18.0,0.0,10.0,10.,214,27,13/0
18.01.2015,2014/2015,tromscup,Fellesstart,Tromsø,Harald Hauge,Gutter,13-14,11.0,1.0,9.0,11.,206,15,24/1
18.01.2015,2014/2015,tromscup,Fellesstart,Tromsø,Sindre Birkeland,Gutter,13-14,2.0,7.0,3.0,12.,175,18,80/7
18.01.2015,2014/2015,tromscup,Fellesstart,Tromsø,Brage Bjørnstad,Gutter,13-14,5.0,5.0,5.0,13.,170,17,45/5
18.01.2015,2014/2015,tromscup,Fellesstart,Tromsø,sigurd Bjørn,Gutter,13-14,15.0,2.0,8.0,14.,137,15,16/2
18.01.2015,2014/2015,tromscup,Fellesstart,Tromsø,Lars gaute Steien,Gutter,13-14,,,,15.,133,9,
18.01.2015,2014/2015,tromscup,Fellesstart,Tromsø,Tom Harald Sandstrand,Gutter,13-14,14.0,8.0,2.0,16.,130,29,18/8
18.01.2015,2014/2015,tromscup,Fellesstart,Tromsø,Erik Mathisen,Gutter,13-14,8.0,5.0,5.0,17.,123,17,32/5
18.01.2015,2014/2015,tromscup,Fellesstart,Tromsø,Vebjørn Kvello Fjeldstad,Gutter,13-14,16.0,2.0,8.0,18.,72,9,15/2
18.01.2015,2014/2015,tromscup,Fellesstart,Tromsø,Magnus Carho,Gutter,13-14,,,,19.,56,6,
18.01.2015,2014/2015,tromscup,Fellesstart,Tromsø,Trym Pettersen,Gutter,13-14,10.0,1.0,9.0,20.,55,4,26/1
18.01.2015,2014/2015,tromscup,Fellesstart,Tromsø,Sander L Bekkvik,Gutter,13-14,17.0,3.0,7.0,21.,49,6,14/3
18.01.2015,2014/2015,tromscup,Fellesstart,Tromsø,Sindre Einan,Gutter,13-14,,,,22.,44,1,
18.01.2015,2014/2015,tromscup,Fellesstart,Tromsø,Mikal Finstad,Gutter,13-14,,,,23.,16,5,
08.02.2015,2014/2015,tromscup,Sprint,Indre Balsfjord,Morten Hol,Gutter,13-14,3.0,6.0,4.0,1.,680,49,60/6
08.02.2015,2014/2015,tromscup,Sprint,Indre Balsfjord,Sigurd Alterskjær Eriksen,Gutter,13-14,1.0,8.0,2.0,2.,620,49,100/8
08.02.2015,2014/2015,tromscup,Sprint,Indre Balsfjord,Trym Silsand Gerhardsen,Gutter,13-14,2.0,7.0,3.0,3.,570,47,80/7
08.02.2015,2014/2015,tromscup,Sprint,Indre Balsfjord,Lars Nordmo Lundamo,Gutter,13-14,,,,4.,460,36,
08.02.2015,2014/2015,tromscup,Sprint,Indre Balsfjord,Jørgen Brones Stenersen,Gutter,13-14,7.0,6.0,4.0,5.,321,38,36/6
08.02.2015,2014/2015,tromscup,Sprint,Indre Balsfjord,Emil Sjøberg,Gutter,13-14,5.0,4.0,6.0,6.,282,29,45/4
08.02.2015,2014/2015,tromscup,Sprint,Indre Balsfjord,Tormod Strøm,Gutter,13-14,,,,7.,250,30,
08.02.2015,2014/2015,tromscup,Sprint,Indre Balsfjord,Erlend Hauan,Gutter,13-14,,,,8.,228,29,
08.02.2015,2014/2015,tromscup,Sprint,Indre Balsfjord,Jakob Fuglem,Gutter,13-14,4.0,5.0,5.0,9.,227,14,50/5
08.02.2015,2014/2015,tromscup,Sprint,Indre Balsfjord,Vetle Lynum,Gutter,13-14,,,,10.,214,27,
08.02.2015,2014/2015,tromscup,Sprint,Indre Balsfjord,Harald Hauge,Gutter,13-14,,,,11.,206,15,
08.02.2015,2014/2015,tromscup,Sprint,Indre Balsfjord,Sindre Birkeland,Gutter,13-14,,,,12.,175,18,
08.02.2015,2014/2015,tromscup,Sprint,Indre Balsfjord,Brage Bjørnstad,Gutter,13-14,,,,13.,170,17,
08.02.2015,2014/2015,tromscup,Sprint,Indre Balsfjord,sigurd Bjørn,Gutter,13-14,,,,14.,137,15,
08.02.2015,2014/2015,tromscup,Sprint,Indre Balsfjord,Lars gaute Steien,Gutter,13-14,,,,15.,133,9,
08.02.2015,2014/2015,tromscup,Sprint,Indre Balsfjord,Tom Harald Sandstrand,Gutter,13-14,6.0,5.0,5.0,16.,130,29,40/5
08.02.2015,2014/2015,tromscup,Sprint,Indre Balsfjord,Erik Mathisen,Gutter,13-14,,,,17.,123,17,
08.02.2015,2014/2015,tromscup,Sprint,Indre Balsfjord,Vebjørn Kvello Fjeldstad,Gutter,13-14,,,,18.,72,9,
08.02.2015,2014/2015,tromscup,Sprint,Indre Balsfjord,Magnus Carho,Gutter,13-14,,,,19.,56,6,
08.02.2015,2014/2015,tromscup,Sprint,Indre Balsfjord,Trym Pettersen,Gutter,13-14,,,,20.,55,4,
08.02.2015,2014/2015,tromscup,Sprint,Indre Balsfjord,Sander L Bekkvik,Gutter,13-14,,,,21.,49,6,
08.02.2015,2014/2015,tromscup,Sprint,Indre Balsfjord,Sindre Einan,Gutter,13-14,8.0,0.0,10.0,22.,44,1,32/0
08.02.2015,2014/2015,tromscup,Sprint,Indre Balsfjord,Mikal Finstad,Gutter,13-14,,,,23.,16,5,
15.02.2015,2014/2015,KM,NOrmal,Bjerkvik,Morten Hol,Gutter,13-14,2.0,6.0,4.0,1.,680,49,80/6
15.02.2015,2014/2015,KM,NOrmal,Bjerkvik,Sigurd Alterskjær Eriksen,Gutter,13-14,3.0,6.0,4.0,2.,620,49,60/6
15.02.2015,2014/2015,KM,NOrmal,Bjerkvik,Trym Silsand Gerhardsen,Gutter,13-14,1.0,7.0,3.0,3.,570,47,100/7
15.02.2015,2014/2015,KM,NOrmal,Bjerkvik,Lars Nordmo Lundamo,Gutter,13-14,,,,4.,460,36,
15.02.2015,2014/2015,KM,NOrmal,Bjerkvik,Jørgen Brones Stenersen,Gutter,13-14,5.0,3.0,7.0,5.,321,38,45/3
15.02.2015,2014/2015,KM,NOrmal,Bjerkvik,Emil Sjøberg,Gutter,13-14,,,,6.,282,29,
15.02.2015,2014/2015,KM,NOrmal,Bjerkvik,Tormod Strøm,Gutter,13-14,,,,7.,250,30,
15.02.2015,2014/2015,KM,NOrmal,Bjerkvik,Erlend Hauan,Gutter,13-14,,,,8.,228,29,
15.02.2015,2014/2015,KM,NOrmal,Bjerkvik,Jakob Fuglem,Gutter,13-14,,,,9.,227,14,
15.02.2015,2014/2015,KM,NOrmal,Bjerkvik,Vetle Lynum,Gutter,13-14,4.0,6.0,4.0,10.,214,27,50/6
15.02.2015,2014/2015,KM,NOrmal,Bjerkvik,Harald Hauge,Gutter,13-14,,,,11.,206,15,
15.02.2015,2014/2015,KM,NOrmal,Bjerkvik,Sindre Birkeland,Gutter,13-14,,,,12.,175,18,
15.02.2015,2014/2015,KM,NOrmal,Bjerkvik,Brage Bjørnstad,Gutter,13-14,,,,13.,170,17,
15.02.2015,2014/2015,KM,NOrmal,Bjerkvik,sigurd Bjørn,Gutter,13-14,,,,14.,137,15,
15.02.2015,2014/2015,KM,NOrmal,Bjerkvik,Lars gaute Steien,Gutter,13-14,,,,15.,133,9,
15.02.2015,2014/2015,KM,NOrmal,Bjerkvik,Tom Harald Sandstrand,Gutter,13-14,,,,16.,130,29,
15.02.2015,2014/2015,KM,NOrmal,Bjerkvik,Erik Mathisen,Gutter,13-14,,,,17.,123,17,
15.02.2015,2014/2015,KM,NOrmal,Bjerkvik,Vebjørn Kvello Fjeldstad,Gutter,13-14,,,,18.,72,9,
15.02.2015,2014/2015,KM,NOrmal,Bjerkvik,Magnus Carho,Gutter,13-14,,,,19.,56,6,
15.02.2015,2014/2015,KM,NOrmal,Bjerkvik,Trym Pettersen,Gutter,13-14,,,,20.,55,4,
15.02.2015,2014/2015,KM,NOrmal,Bjerkvik,Sander L Bekkvik,Gutter,13-14,,,,21.,49,6,
15.02.2015,2014/2015,KM,NOrmal,Bjerkvik,Sindre Einan,Gutter,13-14,,,,22.,44,1,
15.02.2015,2014/2015,KM,NOrmal,Bjerkvik,Mikal Finstad,Gutter,13-14,,,,23.,16,5,
08.03.2015,2014/2015,tromscup,Normal,Målselv,Morten Hol,Gutter,13-14,1.0,8.0,2.0,1.,680,49,100/8
08.03.2015,2014/2015,tromscup,Normal,Målselv,Sigurd Alterskjær Eriksen,Gutter,13-14,2.0,7.0,3.0,2.,620,49,80/7
08.03.2015,2014/2015,tromscup,Normal,Målselv,Trym Silsand Gerhardsen,Gutter,13-14,4.0,5.0,5.0,3.,570,47,50/5
08.03.2015,2014/2015,tromscup,Normal,Målselv,Lars Nordmo Lundamo,Gutter,13-14,3.0,6.0,4.0,4.,460,36,60/6
08.03.2015,2014/2015,tromscup,Normal,Målselv,Jørgen Brones Stenersen,Gutter,13-14,5.0,4.0,6.0,5.,321,38,45/4
08.03.2015,2014/2015,tromscup,Normal,Målselv,Emil Sjøberg,Gutter,13-14,6.0,4.0,6.0,6.,282,29,40/4
08.03.2015,2014/2015,tromscup,Normal,Målselv,Tormod Strøm,Gutter,13-14,,,,7.,250,30,
08.03.2015,2014/2015,tromscup,Normal,Målselv,Erlend Hauan,Gutter,13-14,,,,8.,228,29,
08.03.2015,2014/2015,tromscup,Normal,Målselv,Jakob Fuglem,Gutter,13-14,8.0,2.0,8.0,9.,227,14,32/2
08.03.2015,2014/2015,tromscup,Normal,Målselv,Vetle Lynum,Gutter,13-14,7.0,6.0,4.0,10.,214,27,36/6
08.03.2015,2014/2015,tromscup,Normal,Målselv,Harald Hauge,Gutter,13-14,,,,11.,206,15,
08.03.2015,2014/2015,tromscup,Normal,Målselv,Sindre Birkeland,Gutter,13-14,,,,12.,175,18,
08.03.2015,2014/2015,tromscup,Normal,Målselv,Brage Bjørnstad,Gutter,13-14,,,,13.,170,17,
08.03.2015,2014/2015,tromscup,Normal,Målselv,sigurd Bjørn,Gutter,13-14,,,,14.,137,15,
08.03.2015,2014/2015,tromscup,Normal,Målselv,Lars gaute Steien,Gutter,13-14,,,,15.,133,9,
08.03.2015,2014/2015,tromscup,Normal,Målselv,Tom Harald Sandstrand,Gutter,13-14,9.0,7.0,3.0,16.,130,29,29/7
08.03.2015,2014/2015,tromscup,Normal,Målselv,Erik Mathisen,Gutter,13-14,,,,17.,123,17,
08.03.2015,2014/2015,tromscup,Normal,Målselv,Vebjørn Kvello Fjeldstad,Gutter,13-14,,,,18.,72,9,
08.03.2015,2014/2015,tromscup,Normal,Målselv,Magnus Carho,Gutter,13-14,,,,19.,56,6,
08.03.2015,2014/2015,tromscup,Normal,Målselv,Trym Pettersen,Gutter,13-14,,,,20.,55,4,
08.03.2015,2014/2015,tromscup,Normal,Målselv,Sander L Bekkvik,Gutter,13-14,,,,21.,49,6,
08.03.2015,2014/2015,tromscup,Normal,Målselv,Sindre Einan,Gutter,13-14,,,,22.,44,1,
08.03.2015,2014/2015,tromscup,Normal,Målselv,Mikal Finstad,Gutter,13-14,,,,23.,16,5,
14.03.2015,2014/2015,tromscup,Sprint,Skjervøy,Morten Hol,Gutter,13-14,2.0,8.0,2.0,1.,680,49,80/8
14.03.2015,2014/2015,tromscup,Sprint,Skjervøy,Sigurd Alterskjær Eriksen,Gutter,13-14,3.0,5.0,5.0,2.,620,49,60/5
14.03.2015,2014/2015,tromscup,Sprint,Skjervøy,Trym Silsand Gerhardsen,Gutter,13-14,1.0,8.0,2.0,3.,570,47,100/8
14.03.2015,2014/2015,tromscup,Sprint,Skjervøy,Lars Nordmo Lundamo,Gutter,13-14,,,,4.,460,36,
14.03.2015,2014/2015,tromscup,Sprint,Skjervøy,Jørgen Brones Stenersen,Gutter,13-14,4.0,6.0,4.0,5.,321,38,50/6
14.03.2015,2014/2015,tromscup,Sprint,Skjervøy,Emil Sjøberg,Gutter,13-14,6.0,3.0,7.0,6.,282,29,40/3
14.03.2015,2014/2015,tromscup,Sprint,Skjervøy,Tormod Strøm,Gutter,13-14,,,,7.,250,30,
14.03.2015,2014/2015,tromscup,Sprint,Skjervøy,Erlend Hauan,Gutter,13-14,,,,8.,228,29,
14.03.2015,2014/2015,tromscup,Sprint,Skjervøy,Jakob Fuglem,Gutter,13-14,,,,9.,227,14,
14.03.2015,2014/2015,tromscup,Sprint,Skjervøy,Vetle Lynum,Gutter,13-14,8.0,3.0,7.0,10.,214,27,32/3
14.03.2015,2014/2015,tromscup,Sprint,Skjervøy,Harald Hauge,Gutter,13-14,7.0,3.0,7.0,11.,206,15,36/3
14.03.2015,2014/2015,tromscup,Sprint,Skjervøy,Sindre Birkeland,Gutter,13-14,,,,12.,175,18,
14.03.2015,2014/2015,tromscup,Sprint,Skjervøy,Brage Bjørnstad,Gutter,13-14,,,,13.,170,17,
14.03.2015,2014/2015,tromscup,Sprint,Skjervøy,sigurd Bjørn,Gutter,13-14,10.0,2.0,8.0,14.,137,15,26/2
14.03.2015,2014/2015,tromscup,Sprint,Skjervøy,Lars gaute Steien,Gutter,13-14,,,,15.,133,9,
14.03.2015,2014/2015,tromscup,Sprint,Skjervøy,Tom Harald Sandstrand,Gutter,13-14,9.0,4.0,6.0,16.,130,29,29/4
14.03.2015,2014/2015,tromscup,Sprint,Skjervøy,Erik Mathisen,Gutter,13-14,5.0,6.0,4.0,17.,123,17,45/6
14.03.2015,2014/2015,tromscup,Sprint,Skjervøy,Vebjørn Kvello Fjeldstad,Gutter,13-14,,,,18.,72,9,
14.03.2015,2014/2015,tromscup,Sprint,Skjervøy,Magnus Carho,Gutter,13-14,,,,19.,56,6,
14.03.2015,2014/2015,tromscup,Sprint,Skjervøy,Trym Pettersen,Gutter,13-14,,,,20.,55,4,
14.03.2015,2014/2015,tromscup,Sprint,Skjervøy,Sander L Bekkvik,Gutter,13-14,,,,21.,49,6,
14.03.2015,2014/2015,tromscup,Sprint,Skjervøy,Sindre Einan,Gutter,13-14,,,,22.,44,1,
14.03.2015,2014/2015,tromscup,Sprint,Skjervøy,Mikal Finstad,Gutter,13-14,,,,23.,16,5,
07.12.2014,2014/2015,tromscup,Sprint,Målselv,Eirik Silsand Gerhardsen,Gutter,15-16,1.0,7.0,3.0,1.,610,58,100/7
07.12.2014,2014/2015,tromscup,Sprint,Målselv,Rasmus Odland Kvamme,Gutter,15-16,3.0,6.0,4.0,2.,540,58,60/6
07.12.2014,2014/2015,tromscup,Sprint,Målselv,Gard Edvard Myhr,Gutter,15-16,2.0,8.0,2.0,3.,540,52,80/8
07.12.2014,2014/2015,tromscup,Sprint,Målselv,Tobias Karlsen,Gutter,15-16,,,,4.,500,46,
07.12.2014,2014/2015,tromscup,Sprint,Målselv,Per Vassmyr,Gutter,15-16,6.0,5.0,5.0,5.,430,48,40/5
07.12.2014,2014/2015,tromscup,Sprint,Målselv,Halvor Wik,Gutter,15-16,4.0,9.0,1.0,6.,371,53,50/9
07.12.2014,2014/2015,tromscup,Sprint,Målselv,Jørgen Norbye,Gutter,15-16,,,,7.,273,39,
07.12.2014,2014/2015,tromscup,Sprint,Målselv,Håkon Nordmo,Gutter,15-16,7.0,7.0,3.0,8.,260,52,36/7
07.12.2014,2014/2015,tromscup,Sprint,Målselv,Emil Holmsæter,Gutter,15-16,5.0,8.0,2.0,9.,242,48,45/8
07.12.2014,2014/2015,tromscup,Sprint,Målselv,Mats Solstad,Gutter,15-16,8.0,4.0,6.0,10.,230,34,32/4
07.12.2014,2014/2015,tromscup,Sprint,Målselv,Andreas Berntsen Løvland,Gutter,15-16,10.0,8.0,2.0,11.,229,46,26/8
07.12.2014,2014/2015,tromscup,Sprint,Målselv,Håkon Sellevoll Dyrstad,Gutter,15-16,,,,12.,228,42,
07.12.2014,2014/2015,tromscup,Sprint,Målselv,Markus Elias Breivik,Gutter,15-16,11.0,6.0,4.0,13.,167,36,24/6
07.12.2014,2014/2015,tromscup,Sprint,Målselv,Daniel Nyvoll,Gutter,15-16,,,,14.,150,17,
07.12.2014,2014/2015,tromscup,Sprint,Målselv,Fredrik Johansen,Gutter,15-16,9.0,7.0,3.0,15.,146,30,29/7
07.12.2014,2014/2015,tromscup,Sprint,Målselv,Preben Nystu,Gutter,15-16,,,,16.,140,11,
07.12.2014,2014/2015,tromscup,Sprint,Målselv,Mathias Båtnes Rasmussen,Gutter,15-16,,,,17.,131,17,
07.12.2014,2014/2015,tromscup,Sprint,Målselv,Emil Kloster,Gutter,15-16,,,,18.,114,32,
07.12.2014,2014/2015,tromscup,Sprint,Målselv,Sverre Trygg Hauan,Gutter,15-16,,,,19.,114,32,
07.12.2014,2014/2015,tromscup,Sprint,Målselv,Jørgen Strøm,Gutter,15-16,,,,20.,97,19,
07.12.2014,2014/2015,tromscup,Sprint,Målselv,Johannes Helsvig Nilsen,Gutter,15-16,,,,21.,55,13,
07.12.2014,2014/2015,tromscup,Sprint,Målselv,Mathias Andersen Hansen,Gutter,15-16,,,,22.,51,15,
07.12.2014,2014/2015,tromscup,Sprint,Målselv,Martin Kaasen,Gutter,15-16,,,,23.,50,15,
07.12.2014,2014/2015,tromscup,Sprint,Målselv,Mathias Witte,Gutter,15-16,,,,23.,50,9,
07.12.2014,2014/2015,tromscup,Sprint,Målselv,Hans Erik Sandelin,Gutter,15-16,,,,25.,31,5,
07.12.2014,2014/2015,tromscup,Sprint,Målselv,Sebastian Riel-Saua,Gutter,15-16,,,,26.,29,11,
07.12.2014,2014/2015,tromscup,Sprint,Målselv,Johannes Helsvig,Gutter,15-16,,,,27.,20,7,
07.12.2014,2014/2015,tromscup,Sprint,Målselv,Lars-Harald Jørgensen,Gutter,15-16,,,,28.,13,8,
13.12.2014,2014/2015,tromscup,Normal,Nordreisa,Eirik Silsand Gerhardsen,Gutter,15-16,1.0,10.0,0.0,1.,610,58,100/10
13.12.2014,2014/2015,tromscup,Normal,Nordreisa,Rasmus Odland Kvamme,Gutter,15-16,,,,2.,540,58,
13.12.2014,2014/2015,tromscup,Normal,Nordreisa,Gard Edvard Myhr,Gutter,15-16,3.0,8.0,2.0,3.,540,52,60/8
13.12.2014,2014/2015,tromscup,Normal,Nordreisa,Tobias Karlsen,Gutter,15-16,2.0,9.0,1.0,4.,500,46,80/9
13.12.2014,2014/2015,tromscup,Normal,Nordreisa,Per Vassmyr,Gutter,15-16,4.0,9.0,1.0,5.,430,48,50/9
13.12.2014,2014/2015,tromscup,Normal,Nordreisa,Halvor Wik,Gutter,15-16,7.0,7.0,3.0,6.,371,53,36/7
13.12.2014,2014/2015,tromscup,Normal,Nordreisa,Jørgen Norbye,Gutter,15-16,,,,7.,273,39,
13.12.2014,2014/2015,tromscup,Normal,Nordreisa,Håkon Nordmo,Gutter,15-16,10.0,7.0,3.0,8.,260,52,26/7
13.12.2014,2014/2015,tromscup,Normal,Nordreisa,Emil Holmsæter,Gutter,15-16,,,,9.,242,48,
13.12.2014,2014/2015,tromscup,Normal,Nordreisa,Mats Solstad,Gutter,15-16,6.0,6.0,4.0,10.,230,34,40/6
13.12.2014,2014/2015,tromscup,Normal,Nordreisa,Andreas Berntsen Løvland,Gutter,15-16,,,,11.,229,46,
13.12.2014,2014/2015,tromscup,Normal,Nordreisa,Håkon Sellevoll Dyrstad,Gutter,15-16,5.0,8.0,2.0,12.,228,42,45/8
13.12.2014,2014/2015,tromscup,Normal,Nordreisa,Markus Elias Breivik,Gutter,15-16,16.0,8.0,2.0,13.,167,36,15/8
13.12.2014,2014/2015,tromscup,Normal,Nordreisa,Daniel Nyvoll,Gutter,15-16,,,,14.,150,17,
13.12.2014,2014/2015,tromscup,Normal,Nordreisa,Fredrik Johansen,Gutter,15-16,15.0,6.0,4.0,15.,146,30,16/6
13.12.2014,2014/2015,tromscup,Normal,Nordreisa,Preben Nystu,Gutter,15-16,9.0,4.0,6.0,16.,140,11,29/4
13.12.2014,2014/2015,tromscup,Normal,Nordreisa,Mathias Båtnes Rasmussen,Gutter,15-16,11.0,4.0,6.0,17.,131,17,24/4
13.12.2014,2014/2015,tromscup,Normal,Nordreisa,Emil Kloster,Gutter,15-16,,,,18.,114,32,
13.12.2014,2014/2015,tromscup,Normal,Nordreisa,Sverre Trygg Hauan,Gutter,15-16,17.0,3.0,7.0,19.,114,32,14/3
13.12.2014,2014/2015,tromscup,Normal,Nordreisa,Jørgen Strøm,Gutter,15-16,8.0,7.0,3.0,20.,97,19,32/7
13.12.2014,2014/2015,tromscup,Normal,Nordreisa,Johannes Helsvig Nilsen,Gutter,15-16,,,,21.,55,13,
13.12.2014,2014/2015,tromscup,Normal,Nordreisa,Mathias Andersen Hansen,Gutter,15-16,,,,22.,51,15,
13.12.2014,2014/2015,tromscup,Normal,Nordreisa,Martin Kaasen,Gutter,15-16,,,,23.,50,15,
13.12.2014,2014/2015,tromscup,Normal,Nordreisa,Mathias Witte,Gutter,15-16,11.0,6.0,4.0,23.,50,9,24/6
13.12.2014,2014/2015,tromscup,Normal,Nordreisa,Hans Erik Sandelin,Gutter,15-16,14.0,3.0,7.0,25.,31,5,18/3
13.12.2014,2014/2015,tromscup,Normal,Nordreisa,Sebastian Riel-Saua,Gutter,15-16,,,,26.,29,11,
13.12.2014,2014/2015,tromscup,Normal,Nordreisa,Johannes Helsvig,Gutter,15-16,13.0,7.0,3.0,27.,20,7,20/7
13.12.2014,2014/2015,tromscup,Normal,Nordreisa,Lars-Harald Jørgensen,Gutter,15-16,18.0,8.0,2.0,28.,13,8,13/8
28.12.2014,2014/2015,tromscup,Sprint,Bardu,Eirik Silsand Gerhardsen,Gutter,15-16,,,,1.,610,58,
28.12.2014,2014/2015,tromscup,Sprint,Bardu,Rasmus Odland Kvamme,Gutter,15-16,1.0,5.0,5.0,2.,540,58,100/5
28.12.2014,2014/2015,tromscup,Sprint,Bardu,Gard Edvard Myhr,Gutter,15-16,2.0,5.0,5.0,3.,540,52,80/5
28.12.2014,2014/2015,tromscup,Sprint,Bardu,Tobias Karlsen,Gutter,15-16,3.0,3.0,7.0,4.,500,46,60/3
28.12.2014,2014/2015,tromscup,Sprint,Bardu,Per Vassmyr,Gutter,15-16,,,,5.,430,48,
28.12.2014,2014/2015,tromscup,Sprint,Bardu,Halvor Wik,Gutter,15-16,4.0,4.0,6.0,6.,371,53,50/4
28.12.2014,2014/2015,tromscup,Sprint,Bardu,Jørgen Norbye,Gutter,15-16,7.0,2.0,8.0,7.,273,39,36/2
28.12.2014,2014/2015,tromscup,Sprint,Bardu,Håkon Nordmo,Gutter,15-16,6.0,1.0,9.0,8.,260,52,40/1
28.12.2014,2014/2015,tromscup,Sprint,Bardu,Emil Holmsæter,Gutter,15-16,,,,9.,242,48,
28.12.2014,2014/2015,tromscup,Sprint,Bardu,Mats Solstad,Gutter,15-16,,,,10.,230,34,
28.12.2014,2014/2015,tromscup,Sprint,Bardu,Andreas Berntsen Løvland,Gutter,15-16,9.0,2.0,8.0,11.,229,46,29/2
28.12.2014,2014/2015,tromscup,Sprint,Bardu,Håkon Sellevoll Dyrstad,Gutter,15-16,,,,12.,228,42,
28.12.2014,2014/2015,tromscup,Sprint,Bardu,Markus Elias Breivik,Gutter,15-16,5.0,4.0,6.0,13.,167,36,45/4
28.12.2014,2014/2015,tromscup,Sprint,Bardu,Daniel Nyvoll,Gutter,15-16,,,,14.,150,17,
