Number;Firstname;Surname;Birthday;Gender;Club;Nation;Type;Class;Starttime;Finish;RankValue;ExitStatus;Rank;RankPoints;Participated;ContestantId;Team;TotalPoints;TotalTime;TotalTimeFormatted;TotalDiffTimeFormatted;BonusSeconds;ClassId;DNB Cup 3/Junior Cup 1 normal-Points;DNB Cup 3/Junior Cup 1 normal-Time;DNB Cup 3/Junior Cup 1 normal-TimeFormatted;DNB Cup 3/Junior Cup 1 normal-DiffTimeFormatted;DNB Cup 3/Junior Cup 1 sprint-Points;DNB Cup 3/Junior Cup 1 sprint-Time;DNB Cup 3/Junior Cup 1 sprint-TimeFormatted;DNB Cup 3/Junior Cup 1 sprint-DiffTimeFormatted;NM JR DNB Cup 4/JR Cup 2-Points;NM JR DNB Cup 4/JR Cup 2-Time;NM JR DNB Cup 4/JR Cup 2-TimeFormatted;NM JR DNB Cup 4/JR Cup 2-DiffTimeFormatted;NSSF JR Cup 2 K18-19 liste-Points;NSSF JR Cup 2 K18-19 liste-Time;NSSF JR Cup 2 K18-19 liste-TimeFormatted;NSSF JR Cup 2 K18-19 liste-DiffTimeFormatted;NM JR DNB Cup 4/JR Cup 2-Points;NM JR DNB Cup 4/JR Cup 2-Time;NM JR DNB Cup 4/JR Cup 2-TimeFormatted;NM JR DNB Cup 4/JR Cup 2-DiffTimeFormatted;NM JR /JR Cup 2 K18-19-Points;NM JR /JR Cup 2 K18-19-Time;NM JR /JR Cup 2 K18-19-TimeFormatted;NM JR /JR Cup 2 K18-19-DiffTimeFormatted;DNB Cup 5 / Junior Cup 3 Sprint-Points;DNB Cup 5 / Junior Cup 3 Sprint-Time;DNB Cup 5 / Junior Cup 3 Sprint-TimeFormatted;DNB Cup 5 / Junior Cup 3 Sprint-DiffTimeFormatted;DNB Cup 5 / Junior Cup 3  Normal-Points;DNB Cup 5 / Junior Cup 3  Normal-Time;DNB Cup 5 / Junior Cup 3  Normal-TimeFormatted;DNB Cup 5 / Junior Cup 3  Normal-DiffTimeFormatted;NM Normal -Senior, NM Normal - Junior-Points;NM Normal -Senior, NM Normal - Junior-Time;NM Normal -Senior, NM Normal - Junior-TimeFormatted;NM Normal -Senior, NM Normal - Junior-DiffTimeFormatted;DNB Cup 6/Junior Cup 4, 10.03.2018-Points;DNB Cup 6/Junior Cup 4, 10.03.2018-Time;DNB Cup 6/Junior Cup 4, 10.03.2018-TimeFormatted;DNB Cup 6/Junior Cup 4, 10.03.2018-DiffTimeFormatted;Junior Cup 4 - Sprint M19-Points;Junior Cup 4 - Sprint M19-Time;Junior Cup 4 - Sprint M19-TimeFormatted;Junior Cup 4 - Sprint M19-DiffTimeFormatted;Junior Cup finale 5 - Fellesstart 17-19år-Points;Junior Cup finale 5 - Fellesstart 17-19år-Time;Junior Cup finale 5 - Fellesstart 17-19år-TimeFormatted;Junior Cup finale 5 - Fellesstart 17-19år-DiffTimeFormatted;Junior Cup finale 5 - Fellesstart 19-21år-Points;Junior Cup finale 5 - Fellesstart 19-21år-Time;Junior Cup finale 5 - Fellesstart 19-21år-TimeFormatted;Junior Cup finale 5 - Fellesstart 19-21år-DiffTimeFormatted
219;Malin Auganæs;Bergtun;0;f;Kvam Langrenn- og Skiskyttarklubb;NO;Serie;K20-21;00:00:00.000;Mål;250.0;OK;3;0;7;674441;Team Glalaks;250.0;14756820;4:05:56.8;4:20.620;0;418647;NOR;50.0;2866520;47:46.5;0:00.0;36.0;1708300;28:28.3;2:28.4;45.0;1964500;32:44.5;0:11.1;;;;;15.0;1550000;25:50.0;2:15.3;;;;;;;;;;;;;24.0;2820000;47:00.0;4:20.4;40.0;1492140;24:52.1;0:35.7;;;;;;;;;40.0;2355360;39:15.3;0:48.8
220;Marit Ishol;Skogan;0;f;Steinkjer Skiklubb;NO;Serie;K20-21;00:00:00.000;Mål;226.0;OK;4;0;5;4084455;;226.0;9795830;2:43:15.8;Mangler 2;0;418647;NOR;;;;;;;;;50.0;1953400;32:33.4;0:00.0;;;;;36.0;1459400;24:19.4;0:44.7;;;;;;;;;;;;;45.0;2588900;43:08.9;0:29.3;45.0;1487630;24:47.6;0:31.2;;;;;;;;;50.0;2306500;38:26.5;0:00.0
221;Ida;Lien;0;f;Simostranda IL;NO;Serie;K20-21;00:00:00.000;Mål;221.0;OK;5;0;7;674420;;221.0;14513010;4:01:53.0;0:16.810;0;418647;NOR;29.0;2959680;49:19.6;1:33.1;14.0;1963600;32:43.6;6:43.7;26.0;2048600;34:08.6;1:35.2;;;;;45.0;1445600;24:05.6;0:30.9;;;;;24.0;1332800;22:12.8;0:46.0;29.0;2469610;41:09.6;3:36.9;32.0;2762000;46:02.0;3:22.4;36.0;1494720;24:54.7;0:38.3;;;;;;;;;22.0;2469750;41:09.7;2:43.2
222;Kjersti Kvistad;Dengerud;0;f;Steinkjer Skiklubb;NO;Serie;K20-21;00:00:00.000;Mål;212.0;OK;6;0;7;941171;Steinkjer vgs;212.0;14993480;4:09:53.4;8:17.280;0;418647;NOR;36.0;2928770;48:48.7;1:02.2;24.0;1787500;29:47.5;3:47.6;40.0;1971900;32:51.9;0:18.5;;;;;40.0;1458800;24:18.8;0:44.1;;;;;;;;;;;;;20.0;2905900;48:25.9;5:46.3;26.0;1538720;25:38.7;1:22.3;;;;;;;;;26.0;2401890;40:01.8;1:35.3
223;Kirsten Daae;Wiig;0;f;Ullensaker Skiklubb;NO;Serie;K20-21;00:00:00.000;Mål;204.0;OK;7;0;7;2970097;;204.0;14458890;4:00:58.8;0:37.310;0;418647;NOR;40.0;2921850;48:41.8;0:55.3;21.0;1807800;30:07.8;4:07.9;29.0;2030600;33:50.6;1:17.2;;;;;19.0;1525200;25:25.2;1:50.5;;;;;26.0;1331000;22:11.0;0:44.2;40.0;2442740;40:42.7;3:10.0;12.0;3051600;50:51.6;8:12.0;14.0;1615740;26:55.7;2:39.3;;;;;;;;;29.0;2399700;39:59.7;1:33.2
224;Une Christiane Tronerud;Kvelvane;0;f;Voss Skiskytterlag;NO;Serie;K20-21;00:00:00.000;Mål;195.0;OK;8;0;6;4207824;Team Maxim;195.0;13399050;3:43:19.0;Mangler 1;0;418647;NOR;45.0;2892590;48:12.5;0:26.0;18.0;1843800;30:43.8;4:43.9;24.0;2057400;34:17.4;1:44.0;;;;;50.0;1414700;23:34.7;0:00.0;;;;;;;;;;;;;26.0;2801600;46:41.6;4:02.0;;;;;;;;;;;;;32.0;2388960;39:48.9;1:22.4
225;Vilde Aurora Gusevik;Skotland;0;f;Try, Idrettslaget;NO;Serie;K20-21;00:00:00.000;Mål;192.0;OK;9;0;6;1428541;Holmenkollen Biathlon;192.0;11982060;3:19:42.0;Mangler 1;0;418647;NOR;26.0;2969890;49:29.8;1:43.3;40.0;1690300;28:10.3;2:10.4;36.0;1997600;33:17.6;0:44.2;;;;;24.0;1501900;25:01.9;1:27.2;;;;;45.0;1288600;21:28.6;0:01.8;21.0;2533770;42:13.7;4:41.0;;;;;;;;;;;;;;;;;;;;
226;Stina;Brattegard;0;f;Ål Skiskyttarlag;NO;Serie;K20-21;00:00:00.000;Mål;187.0;OK;10;0;7;694726;Team Skiguard Buskerud;187.0;13155340;3:39:15.3;22:20.860;0;418647;NOR;12.0;3297600;54:57.6;7:11.1;29.0;1751400;29:11.4;3:11.5;19.0;2130200;35:30.2;2:56.8;;;;;26.0;1501400;25:01.4;1:26.7;;;;;29.0;1330700;22:10.7;0:43.9;45.0;2301070;38:21.0;0:48.3;18.0;2942400;49:02.4;6:22.8;19.0;1574990;26:14.9;1:58.5;;;;;;;;;20.0;2565580;42:45.5;4:19.0
227;Ane Einbu;Baugerød;0;f;IL Bevern;NO;Serie;K20-21;00:00:00.000;Mål;178.0;OK;11;0;7;3132863;Team Woodcon;178.0;13283250;3:41:23.2;20:12.950;0;418647;NOR;0.0;0;0:00.0;47:46.5;26.0;1782900;29:42.9;3:43.0;32.0;2009500;33:29.5;0:56.1;;;;;18.0;1526200;25:26.2;1:51.5;;;;;40.0;1293100;21:33.1;0:06.3;22.0;2514330;41:54.3;4:21.6;14.0;3022200;50:22.2;7:42.6;21.0;1569690;26:09.6;1:53.2;;;;;;;;;19.0;2587530;43:07.5;4:41.0
228;Hege;Kittelsen;0;f;Idrettslaget Dyre Vaa;NO;Serie;K20-21;00:00:00.000;Mål;159.0;OK;12;0;7;456987;Team TeVe;159.0;14022900;3:53:42.9;7:53.300;0;418647;NOR;17.0;3206840;53:26.8;5:40.3;22.0;1801300;30:01.3;4:01.4;17.0;2154400;35:54.4;3:21.0;;;;;20.0;1524400;25:24.4;1:49.7;;;;;22.0;1336700;22:16.7;0:49.9;32.0;2469340;41:09.3;3:36.6;16.0;2961700;49:21.7;6:42.1;29.0;1529920;25:29.9;1:13.5;;;;;;;;;0.0;0;0:00.0;38:26.5
229;Kristin;SANDE;0;f;Kvam Langrenn- og Skiskyttarklubb;NO;Serie;K20-21;00:00:00.000;Mål;157.0;OK;13;0;6;581396;Team Maxim;157.0;13571920;3:46:11.9;Mangler 1;0;418647;NOR;22.0;3149860;52:29.8;4:43.3;0.0;0;0:00.0;25:59.9;20.0;2115100;35:15.1;2:41.7;;;;;32.0;1483700;24:43.7;1:09.0;;;;;;;;;;;;;40.0;2702000;45:02.0;2:22.4;22.0;1556410;25:56.4;1:40.0;;;;;;;;;21.0;2564850;42:44.8;4:18.3
230;Frida;Dahl;0;f;Steinkjer Skiklubb;NO;Serie;K20-21;00:00:00.000;Mål;149.0;OK;14;0;7;3033310;;149.0;14553720;4:02:33.7;0:57.520;0;418647;NOR;;;;;;;;;15.0;2183600;36:23.6;3:50.2;;;;;17.0;1528900;25:28.9;1:54.2;;;;;20.0;1385100;23:05.1;1:38.3;19.0;2612150;43:32.1;5:59.4;22.0;2876500;47:56.5;5:16.9;32.0;1510710;25:10.7;0:54.3;;;;;;;;;24.0;2456760;40:56.7;2:30.2
231;Synne Findal;Skar;0;f;Sannidal Idrettslag;NO;Serie;K20-21;00:00:00.000;Mål;139.0;OK;15;0;7;2120888;Team Maxim;139.0;15154200;4:12:34.2;10:58.000;0;418647;NOR;20.0;3177330;52:57.3;5:10.8;20.0;1809000;30:09.0;4:09.1;11.0;2280900;38:00.9;5:27.5;;;;;21.0;1510200;25:10.2;1:35.5;;;;;21.0;1339200;22:19.2;0:52.4;17.0;2679600;44:39.6;7:06.9;19.0;2935400;48:55.4;6:15.8;20.0;1571380;26:11.3;1:54.9;;;;;;;;;18.0;2811690;46:51.6;8:25.1
232;Ine;Skjellum;0;f;Søndre Ål Sportsklubb;NO;Serie;K20-21;00:00:00.000;Mål;124.0;OK;16;0;7;3033332;Team Lygna skiskyting;124.0;14523540;4:02:03.5;0:27.340;0;418647;NOR;18.0;3203640;53:23.6;5:37.1;32.0;1743400;29:03.4;3:03.5;16.0;2168800;36:08.8;3:35.4;;;;;16.0;1538400;25:38.4;2:03.7;;;;;15.0;1440800;24:00.8;2:34.0;15.0;2730980;45:30.9;7:58.2;11.0;3115200;51:55.2;9:15.6;12.0;1697520;28:17.5;4:01.1;;;;;;;;;;;;
233;Silje;Fosse;0;f;Voss Skiskytterlag;NO;Serie;K20-21;00:00:00.000;Mål;117.0;OK;17;0;7;582471;Team Glalaks;117.0;16113000;4:28:33.0;26:56.800;0;418647;NOR;16.0;3217080;53:37.0;5:50.5;17.0;1863000;31:03.0;5:03.1;13.0;2256400;37:36.4;5:03.0;;;;;11.0;1639600;27:19.6;3:44.9;;;;;32.0;1329200;22:09.2;0:42.4;18.0;2625020;43:45.0;6:12.3;10.0;3182700;53:02.7;10:23.1;10.0;1721310;28:41.3;4:24.9;;;;;;;;;;;;
234;Silje;Gløtheim;0;f;Røros IL;NO;Serie;K20-21;00:00:00.000;Mål;108.0;OK;18;0;5;2118188;;108.0;10389610;2:53:09.6;Mangler 2;0;418647;NOR;;;;;;;;;21.0;2098700;34:58.7;2:25.3;;;;;;;;;;;;;17.0;1399300;23:19.3;1:52.5;24.0;2502940;41:42.9;4:10.2;29.0;2798800;46:38.8;3:59.2;17.0;1589870;26:29.8;2:13.4;;;;;;;;;;;;
235;Kristiane;HOLM;0;f;Simostranda IL;NO;Serie;K20-21;00:00:00.000;Mål;96.0;OK;19;0;5;3033312;Team Skiguard Buskerud;96.0;10578090;2:56:18.0;Mangler 2;0;418647;NOR;14.0;3238210;53:58.2;6:11.7;16.0;1913600;31:53.6;5:53.7;0.0;0;0:00.0;32:33.4;;;;;12.0;1590200;26:30.2;2:55.5;;;;;18.0;1392300;23:12.3;1:45.5;36.0;2443780;40:43.7;3:11.0;0.0;0;0:00.0;42:39.6;;;;;;;;;;;;;;;;
236;Line;Sølberg;0;f;Leik, IL;NO;Serie;K20-21;00:00:00.000;Mål;96.0;OK;20;0;7;525728;Trondheim Biathlon Team;96.0;15026720;4:10:26.7;8:50.520;0;418647;NOR;15.0;3230830;53:50.8;6:04.3;15.0;1962900;32:42.9;6:43.0;10.0;2323500;38:43.5;6:10.1;;;;;10.0;1691000;28:11.0;4:36.3;;;;;19.0;1386700;23:06.7;1:39.9;16.0;2711720;45:11.7;7:39.0;9.0;3188400;53:08.4;10:28.8;11.0;1720070;28:40.0;4:23.6;;;;;;;;;;;;
237;Margit;Sørensen;0;f;Fet Skiklubb;NO;Serie;K20-21;00:00:00.000;Mål;85.0;OK;21;0;5;674426;Sirdal Ski;85.0;11795980;3:16:35.9;Mangler 2;0;418647;NOR;13.0;3297270;54:57.2;7:10.7;;;;;;;;;;;;;;;;;;;;;16.0;1407000;23:27.0;2:00.2;20.0;2610130;43:30.1;5:57.4;21.0;2880300;48:00.3;5:20.7;15.0;1601280;26:41.2;2:24.8;;;;;;;;;;;;
238;Marie Henriksen;Langseth;0;f;Nordreisa IL;NO;Serie;K20-21;00:00:00.000;Mål;79.0;OK;22;0;5;694712;Nordreisa vgs;79.0;11570420;3:12:50.4;Mangler 2;0;418647;NOR;21.0;3174090;52:54.0;5:07.5;;;;;14.0;2192200;36:32.2;3:58.8;;;;;14.0;1561300;26:01.3;2:26.6;;;;;;;;;;;;;17.0;2947500;49:07.5;6:27.9;13.0;1695330;28:15.3;3:58.9;;;;;;;;;;;;
239;Johanna Fjerdingen;Moan;0;f;Røros IL;NO;Serie;K20-21;00:00:00.000;Mål;63.0;OK;23;0;4;694718;Team Toyota Slettum Bil;63.0;8868470;2:27:48.4;Mangler 3;0;418647;NOR;19.0;3192770;53:12.7;5:26.2;19.0;1829100;30:29.1;4:29.2;12.0;2276200;37:56.2;5:22.8;;;;;13.0;1570400;26:10.4;2:35.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240;Ingrid;Grue;0;f;Kvikne IL;NO;Serie;K20-21;00:00:00.000;Mål;57.0;OK;24;0;4;415050;;57.0;8875250;2:27:55.2;Mangler 3;0;418647;NOR;;;;;;;;;;;;;;;;;;;;;;;;;14.0;1476400;24:36.4;3:09.6;14.0;2772680;46:12.6;8:39.9;13.0;3032600;50:32.6;7:53.0;16.0;1593570;26:33.5;2:17.1;;;;;;;;;;;;
241;Sigrid Flatås;Aune;0;f;Steinkjer Skiklubb;NO;Serie;K20-21;00:00:00.000;Mål;39.0;OK;25;0;2;3583468;Steinkjer vgs;39.0;4520270;1:15:20.2;Mangler 5;0;418647;NOR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.0;2975800;49:35.8;6:56.2;24.0;1544470;25:44.4;1:28.0;;;;;;;;;;;;
242;Vebjørn;Sørum;0;m;Søndre Ål Sportsklubb;NO;Serie;M20-21;00:00:00.000;Mål;244.0;OK;1;0;7;1625378;;244.0;13745930;3:49:05.9;0:00.000;0;418648;NOR;19.0;2995710;49:55.7;4:07.3;18.0;1767300;29:27.3;1:50.3;22.0;2037300;33:57.3;1:04.4;;;;;20.0;1518000;25:18.0;0:59.3;;;;;50.0;1617400;26:57.4;0:00.0;36.0;2408240;40:08.2;2:44.2;45.0;2630700;43:50.7;0:56.8;45.0;1570650;26:10.6;0:07.2;;;;;;;;;26.0;1963640;32:43.6;1:02.0
243;Jørgen Brendengen;Krogsæter;0;m;Ullensaker Skiklubb;NO;Serie;M20-21;00:00:00.000;Mål;242.0;OK;2;0;7;1428544;;242.0;13825090;3:50:25.0;1:19.160;0;418648;NOR;6.0;3056860;50:56.8;5:08.4;40.0;1709700;28:29.7;0:52.7;45.0;1995700;33:15.7;0:22.8;;;;;21.0;1516000;25:16.0;0:57.3;;;;;45.0;1619300;26:59.3;0:01.9;50.0;2244090;37:24.0;0:00.0;22.0;2742800;45:42.8;2:48.9;11.0;1700840;28:20.8;2:17.4;;;;;;;;;19.0;1997500;33:17.5;1:35.9
244;Aleksander Fjeld;Andersen;0;m;Geilo IL;NO;Serie;M20-21;00:00:00.000;Mål;238.0;OK;3;0;7;543528;;238.0;15018920;4:10:18.9;21:12.990;0;418648;NOR;50.0;2748460;45:48.4;0:00.0;10.0;1812200;30:12.2;2:35.2;19.0;2046100;34:06.1;1:13.2;;;;;11.0;1557400;25:57.4;1:38.7;;;;;22.0;1673200;27:53.2;0:55.8;21.0;2459840;40:59.8;3:35.8;50.0;2573900;42:53.9;0:00.0;40.0;1571810;26:11.8;0:08.4;;;;;;;;;36.0;1945610;32:25.6;0:44.0
245;Sturla Holm;Lægreid;0;m;Bærums Skiklub;NO;Serie;M20-21;00:00:00.000;Mål;237.0;OK;4;0;6;674458;;237.0;11512980;3:11:52.9;Mangler 1;0;418648;NOR;26.0;2843540;47:23.5;1:35.1;45.0;1688700;28:08.7;0:31.7;50.0;1972900;32:52.9;0:00.0;;;;;16.0;1542800;25:42.8;1:24.1;;;;;;;;;;;;;;;;;50.0;1563410;26:03.4;0:00.0;;;;;;;;;50.0;1901630;31:41.6;0:00.0
246;Johannes;Dale;0;m;Fet Skiklubb;NO;Serie;M20-21;00:00:00.000;Mål;237.0;OK;5;0;7;674453;;237.0;14485010;4:01:25.0;12:19.080;0;418648;NOR;36.0;2792420;46:32.4;0:44.0;36.0;1715000;28:35.0;0:58.0;36.0;2011800;33:31.8;0:38.9;;;;;45.0;1468100;24:28.1;0:09.4;;;;;;;;;;;;;7.0;2964600;49:24.6;6:30.7;32.0;1613470;26:53.4;0:50.0;;;;;;;;;45.0;1919620;31:59.6;0:18.0
247;Petter Austberg;Bjørn;0;m;Alvdal IL;NO;Serie;M20-21;00:00:00.000;Mål;206.0;OK;6;0;7;674472;Team Maxim;206.0;14945750;4:09:05.7;19:59.820;0;418648;NOR;22.0;2923110;48:43.1;2:54.7;29.0;1724600;28:44.6;1:07.6;16.0;2062700;34:22.7;1:29.8;;;;;4.0;1584200;26:24.2;2:05.5;;;;;24.0;1670000;27:50.0;0:52.6;45.0;2338210;38:58.2;1:34.2;40.0;2670600;44:30.6;1:36.7;22.0;1647830;27:27.8;1:24.4;;;;;;;;;24.0;1971400;32:51.4;1:09.8
248;Sivert Guttorm;Bakken;0;m;Vingrom IL;NO;Serie;M20-21;00:00:00.000;Mål;202.0;OK;7;0;7;694673;;202.0;14499810;4:01:39.8;12:33.880;0;418648;NOR;32.0;2804710;46:44.7;0:56.3;50.0;1657000;27:37.0;0:00.0;14.0;2089500;34:49.5;1:56.6;;;;;40.0;1491400;24:51.4;0:32.7;;;;;;;;;;;;;36.0;2718900;45:18.9;2:25.0;20.0;1666210;27:46.2;1:42.8;;;;;;;;;10.0;2072090;34:32.0;2:50.4
249;Sverre Dahlen;Aspenes;0;m;Skatval Skilag;NO;Serie;M20-21;00:00:00.000;Mål;191.0;OK;8;0;7;674457;Team Maxim;191.0;14655110;4:04:15.1;15:09.180;0;418648;NOR;2.0;3112410;51:52.4;6:04.0;26.0;1731100;28:51.1;1:14.1;40.0;2004200;33:24.2;0:31.3;;;;;36.0;1492100;24:52.1;0:33.4;;;;;;;;;;;;;29.0;2724500;45:24.5;2:30.6;29.0;1627790;27:07.7;1:04.3;;;;;;;;;29.0;1963010;32:43.0;1:01.4
250;Fredrik Qvist;Bucher-Johannessen;0;m;Try, Idrettslaget;NO;Serie;M20-21;00:00:00.000;Mål;187.0;OK;9;0;7;634400;Holmenkollen Biathlon;187.0;14919410;4:08:39.4;19:33.480;0;418648;NOR;45.0;2774310;46:14.3;0:25.9;21.0;1742800;29:02.8;1:25.8;21.0;2037500;33:57.5;1:04.6;;;;;29.0;1508600;25:08.6;0:49.9;;;;;21.0;1679700;27:59.7;1:02.3;24.0;2446000;40:46.0;3:22.0;26.0;2730500;45:30.5;2:36.6;10.0;1702600;28:22.6;2:19.2;;;;;;;;;21.0;1985670;33:05.6;1:24.0
251;Karsten Storvik;Martinussen;0;m;Fossum IF;NO;Serie;M20-21;00:00:00.000;Mål;182.0;OK;10;0;7;674463;Holmenkollen Biathlon;182.0;14112760;3:55:12.7;6:06.830;0;418648;NOR;11.0;3019990;50:19.9;4:31.5;19.0;1746300;29:06.3;1:29.3;18.0;2061600;34:21.6;1:28.7;;;;;17.0;1527000;25:27.0;1:08.3;;;;;32.0;1639700;27:19.7;0:22.3;40.0;2372280;39:32.2;2:08.2;16.0;2831600;47:11.6;4:17.7;14.0;1681350;28:01.3;1:57.9;;;;;;;;;40.0;1934280;32:14.2;0:32.6
252;Erlend;Hokholt;0;m;Oslo Skiskytterlag;NO;Serie;M20-21;00:00:00.000;Mål;179.0;OK;11;0;7;674468;Team Maxim;179.0;13527870;3:45:27.8;3:38.060;0;418648;NOR;0.0;3152590;52:32.5;6:44.1;32.0;1719600;28:39.6;1:02.6;29.0;2021600;33:41.6;0:48.7;;;;;32.0;1504400;25:04.4;0:45.7;;;;;36.0;1635400;27:15.4;0:18.0;3.0;2656180;44:16.1;6:52.1;10.0;2902100;48:22.1;5:28.2;36.0;1606240;26:46.2;0:42.8;;;;;;;;;4.0;2138530;35:38.5;3:56.9
253;Vegar Horneberg;Selnæs;0;m;Trondhjems Skiskyttere;NO;Serie;M20-21;00:00:00.000;Mål;150.0;OK;12;0;7;311172;Trondheim Biathlon Team;150.0;15119860;4:11:59.8;22:53.930;0;418648;NOR;20.0;2967870;49:27.8;3:39.4;2.0;1852500;30:52.5;3:15.5;26.0;2026900;33:46.9;0:54.0;;;;;26.0;1509800;25:09.8;0:51.1;;;;;16.0;1698100;28:18.1;1:20.7;29.0;2420460;40:20.4;2:56.4;20.0;2804600;46:44.6;3:50.7;13.0;1692130;28:12.1;2:08.7;;;;;;;;;6.0;2106750;35:06.7;3:25.1
254;Truls Fjellheim;JORDE;0;m;Asker Skiklubb;NO;Serie;M20-21;00:00:00.000;Mål;140.0;OK;13;0;7;676245;Holmenkollen Biathlon;140.0;15290380;4:14:50.3;25:44.450;0;418648;NOR;0.0;3170970;52:50.9;7:02.5;0.0;1846100;30:46.1;3:09.1;0.0;2185700;36:25.7;3:32.8;;;;;14.0;1548300;25:48.3;1:29.6;;;;;40.0;1623600;27:03.6;0:06.2;32.0;2418250;40:18.2;2:54.2;17.0;2829700;47:09.7;4:15.8;26.0;1628710;27:08.7;1:05.3;;;;;;;;;11.0;2070850;34:30.8;2:49.2
255;Endre;Strømsheim;0;m;Bærums Skiklub;NO;Serie;M20-21;00:00:00.000;Mål;133.0;OK;14;0;5;1948916;;133.0;10041650;2:47:21.6;Mangler 2;0;418648;NOR;;;;;;;;;32.0;2015800;33:35.8;0:42.9;;;;;50.0;1458700;24:18.7;0:00.0;;;;;;;;;;;;;13.0;2881000;48:01.0;5:07.1;21.0;1660450;27:40.4;1:37.0;;;;;;;;;17.0;2025700;33:45.7;2:04.1
256;Espen;Uldal;0;m;Birkenes IL;NO;Serie;M20-21;00:00:00.000;Mål;133.0;OK;15;0;7;674464;Sirdal Ski;133.0;14479560;4:01:19.5;12:13.630;0;418648;NOR;10.0;3025070;50:25.0;4:36.6;24.0;1731600;28:51.6;1:14.6;1.0;2163400;36:03.4;3:10.5;;;;;24.0;1511300;25:11.3;0:52.6;;;;;14.0;1707300;28:27.3;1:29.9;0.0;2695720;44:55.7;7:31.7;14.0;2863100;47:43.1;4:49.2;15.0;1680090;28:00.0;1:56.6;;;;;;;;;32.0;1961100;32:41.1;0:59.5
257;Brage Reier;Groven;0;m;Drammen Strong;NO;Serie;M20-21;00:00:00.000;Mål;128.0;OK;16;0;7;370828;Holmenkollen Biathlon;128.0;15455450;4:17:35.4;28:29.520;0;418648;NOR;29.0;2817490;46:57.4;1:09.0;0.0;1865500;31:05.5;3:28.5;20.0;2041800;34:01.8;1:08.9;;;;;6.0;1579000;26:19.0;2:00.3;;;;;18.0;1694000;28:14.0;1:16.6;14.0;2576820;42:56.8;5:32.8;21.0;2753000;45:53.0;2:59.1;5.0;1725980;28:45.9;2:42.5;;;;;;;;;20.0;1993340;33:13.3;1:31.7
258;Torstein Wiiger;Opsahl;0;m;Lier IL;NO;Serie;M20-21;00:00:00.000;Mål;125.0;OK;17;0;7;2774691;Team Lier Skiskyting;125.0;14096450;3:54:56.4;5:50.520;0;418648;NOR;4.0;3098030;51:38.0;5:49.6;22.0;1740400;29:00.4;1:23.4;0.0;2205000;36:45.0;3:52.1;;;;;18.0;1524800;25:24.8;1:06.1;;;;;29.0;1645700;27:25.7;0:28.3;13.0;2578120;42:58.1;5:34.1;9.0;2908100;48:28.1;5:34.2;18.0;1673080;27:53.0;1:49.6;;;;;;;;;16.0;2026250;33:46.2;2:04.6
259;Håvard Kne;Galåen;0;m;Røros IL;NO;Serie;M20-21;00:00:00.000;Mål;116.0;OK;18;0;7;426677;;116.0;15478560;4:17:58.5;28:52.630;0;418648;NOR;24.0;2909220;48:29.2;2:40.8;15.0;1797600;29:57.6;2:20.6;9.0;2100300;35:00.3;2:07.4;;;;;0.0;1598800;26:38.8;2:20.1;;;;;8.0;1737500;28:57.5;2:00.1;22.0;2456840;40:56.8;3:32.8;19.0;2805400;46:45.4;3:51.5;19.0;1671700;27:51.7;1:48.3;;;;;;;;;7.0;2090840;34:50.8;3:09.2
260;Harald;Øygard;0;m;Skrautvål IL;NO;Serie;M20-21;00:00:00.000;Mål;111.0;OK;19;0;7;2269734;Team Valdres Ski;111.0;14512090;4:01:52.0;12:46.160;0;418648;NOR;18.0;2996140;49:56.1;4:07.7;0.0;1884400;31:24.4;3:47.4;15.0;2069400;34:29.4;1:36.5;;;;;9.0;1561800;26:01.8;1:43.1;;;;;20.0;1683300;28:03.3;1:05.9;18.0;2520480;42:00.4;4:36.4;;;;;9.0;1704030;28:24.0;2:20.6;;;;;;;;;22.0;1976940;32:56.9;1:15.3
261;Herman Dramdal;Borge;0;m;Svene IL;NO;Serie;M20-21;00:00:00.000;Mål;105.0;OK;20;0;7;1948946;Team Skiguard Buskerud;105.0;14671710;4:04:31.7;15:25.780;0;418648;NOR;7.0;3047780;50:47.7;4:59.3;7.0;1821500;30:21.5;2:44.5;17.0;2061900;34:21.9;1:29.0;;;;;19.0;1522700;25:22.7;1:04.0;;;;;19.0;1690200;28:10.2;1:12.8;1.0;2675030;44:35.0;7:11.0;12.0;2885000;48:05.0;5:11.1;24.0;1642630;27:22.6;1:19.2;;;;;;;;;2.0;2186340;36:26.3;4:44.7
262;Øyvind Aalling;Lio;0;m;Bjerke IL Ski;NO;Serie;M20-21;00:00:00.000;Mål;102.0;OK;21;0;7;1948991;;102.0;14377300;3:59:37.3;10:31.370;0;418648;NOR;0.0;3343470;55:43.4;9:55.0;0.0;1871400;31:11.4;3:34.4;12.0;2090900;34:50.9;1:58.0;;;;;8.0;1569000;26:09.0;1:50.3;;;;;12.0;1711000;28:31.0;1:33.6;17.0;2537660;42:17.6;4:53.6;32.0;2723800;45:23.8;2:29.9;8.0;1706370;28:26.3;2:22.9;;;;;;;;;13.0;2038570;33:58.5;2:16.9
